"prioridad","score","empresa","segmento","subtipo_rubro","localidad","direccion_detectada","provincia","amba_confirmado","tamano_validado","contactos_en_base","con_email","con_telefono","tiene_decisor","cargos_conocidos","fuente_principal","estado_enriquecimiento","apollo_org_id","dominio","empleados","decisor_nombre","decisor_cargo","decisor_email","en_secuencia","notas"
"A2","6","Yagmour","Industrial_Otros","CONFECCIONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","6","YASWILL SA","Industrial_Otros","SANITARIOS","","AV THOMAS IGNACIO ALVAREZ 665","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","6","ZULMA REPUESTOS SRL","Industrial_Otros","SANITARIOS","","BERNARDO VERA Y PINTADO 256","Capital Federal","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","5","385 Comercial SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Abierto","Industrial_Otros","Hoteleria","","Av. Corrientes 3190","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Mantenimiento Int 4400 (ingresa 15.30) / Paul (mantenimiento MaÃ±ana) | Jefe de Mantenimiento","EK_PPTOS.xlsx - MASTER","PENDIENTE","","","","","","","NO",""
"A2","5","Abn Ambro Bank","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Gte de Produccion","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Abracadabra Juguetes SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Academia Cultural Inglesa Devoto","Industrial_Otros","ACADEMIAS DE IDIOMAS","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ACCE SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Aceitera General Deheza","Industrial_Otros","CONFITERIAS, ARTICULOS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","SI","Encargado de Sistemas","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Adams","Industrial_Otros","GOLOSINAS EN GENERAL","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","1","2","SI","Titular | Gerente de Planta","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ADHECOL SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ADHEPLAST REVESTIMIENTOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Administracion Bonta","Industrial_Otros","","","R. Peda 375","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","AGENDA COMPLETA.xls - A","PENDIENTE","","","","","","","NO",""
"A2","5","Administracion Carlos Casares SRL","Industrial_Otros","","","Av Felix De Olazabal 2580 P7 A","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Administraciones Generales SRL","Industrial_Otros","","","Guatemala 5762 Pb","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Administreacion Torelli Ruiz SRL","Industrial_Otros","","","Ciudad De La Paz 778","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Adrasti Cavalieri & Asociados SRL","Industrial_Otros","","","Laguna Ibera 1800","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Advance Telecomunicacion","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Gerente Producto | Gerente Serv.a Clientes","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Advertising Group SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AEG SOLUCIONES TECNOLOGICAS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AF INGENIERIA SRL","Construccion_Ingenieria","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Agfa - Gevaert Argentina","Industrial_Otros","COMPUTACION, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","AGROPOOL.COM SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Agsys Sh","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","AGUAS DEL REY SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AHP TV SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AIRE ASISTENCIA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ALAMBRAR SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ALL TECHNOLOGY SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ALMACLIP SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ALSUR BAHIA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Altel Telefonia Movil SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Alternativagratis","Construccion_Ingenieria","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Arquitecto","ESTUDIOS_AI_GDB","PENDIENTE","","","","","","","NO",""
"A2","5","Alto Paraná","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","1","SI","Subgerente de Sistemas","GENUINO_764","PENDIENTE","","","","","","","NO",""
"A2","5","AMAS IND. SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AMS ADVANCED MACHINE SYSTEMS SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Anacapri Sacifa","Industrial_Otros","LUBRICANTES ESPECIALES","Tigre - Pcia Bs As","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","SI","SeÃ±or","CONTACTO COMERCIAL.xlsx (2005)","PENDIENTE","","","","","","","NO",""
"A2","5","ANEKO SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Anixter Argentina","Industrial_Otros","CABLES PARA COMPUTACION","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ANTEMONT SACIFIA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Antonio Munno y Fernando Melone","Industrial_Otros","COMPUTACION, HARDWARE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","APEX ELECTRONICA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Apholos S.a.c.i.f.i.a","Industrial_Otros","BOTONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","0","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","AR MONT MADERAS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Arcangel Maggio","Industrial_Otros","ARTES GRAFICAS, TALLERES GRAFICOS E IMPRENTAS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Socio","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ARCOVI SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ARENZON MADERAS SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Argenplag SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","ARGENSITE SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Arizmendi","Industrial_Otros","Industria_Metal","CABA","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","ACERBRAG_PROVEEDORES","PENDIENTE","","","","","","","NO",""
"A2","5","ARIZONA CALZADOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Armagalli","Industrial_Otros","TELEFONIA, ACCESORIOS, APARATOS Y MATERIALES","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Armando Rodriguez","Industrial_Otros","COMBUSTIBLES LIQUIDOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ARNALDO BRAIDA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","ARROYITO MAQUINARIAS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","ASERRADEROS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Asesco Gloser","Industrial_Otros","CONSULTORES EN MARKETING","","AV CORRIENTES 331 4 B","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Doctor","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Asociacion Argentina de","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Doctor","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Asociacion Electrotecnica Argentina","Industrial_Otros","ASOCIACIONES","","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","ASTORI ESTRUCTURAS SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Atecnibul SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","AGENDA CLIENTES.xls - A","PENDIENTE","","","","","","","NO",""
"A2","5","ATLOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AUREA IMAGING SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AUSTRAL FARMA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AUTOMACION Y SERVICIOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","Automotores mega SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Autopartes del Norte","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Presidente | Director","LINKEDIN_EK","PENDIENTE","","","","","","","NO",""
"A2","5","AUTOS DEL SUR SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","AXON TECNOLOGIA MEDICA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","B&f Comunicaciones - Inf","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Ingeniero","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Backup2 SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BAFARO EDUARDO Y ARRAMBIDE GERARDO SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BAHIA FILTROS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bahia Graf","Industrial_Otros","ARTES GRAFICAS, TALLERES GRAFICOS E IMPRENTAS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","SI","Recepcionista","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","BAL MAR SOFTWARE SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bank Boston","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Sub Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","Barakacine srl","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Barcelo Int","Industrial_Otros","ESTUDIO DE ARQUITECTURA","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Arquitecto | Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","BARD INTERNATIONAL SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BARTOLOME SARTOR SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","5","BAUHAUS ARGENTINA SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bazar del gastronómico de Bergamasco G y C SH","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BECAMED SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Beiefe SA","Industrial_Otros","","","Gral Juan Jose Viamonte 2534 01 6","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Belgian Urban Renovat Company SA","Industrial_Otros","","","Arenales 1999","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","Belgrano Propiedades SA","Industrial_Otros","","","Rio Juramento 2488","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","BELIMO SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bemberg","Industrial_Otros","INGENIERO EN PACKAGING","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Ingeniero","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","BERENGUEL SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BIONIC GROUP SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BIOTEK MEDICAL SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bitsense SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Blanco y Salgado","Industrial_Otros","AGUAS, TRATAMIENTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","Boloqui SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bonafide S.a.i.c","Industrial_Otros","CAFE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","4","0","4","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","5","BONPOLYC SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BORGES BUENOS AIRES SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BRIOMAQ SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bruke SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BUENOS AIRES EVENTOS SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bullrich Campos SA","Industrial_Otros","","","Av Pres Roque Saenz PeÃ±a 846","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","5","BULONERA DEL OESTE SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","BURANI SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Bureau de Publicidad","Industrial_Otros","AGENCIAS DE PUBLICIDAD Y PROMOCIONES","","","Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","1","1","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","BUSINESS SERVICES GROUP SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Ca Group","Industrial_Otros","","CABA","","Ciudad Autónoma de Buenos Aires, Argentina","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","2","NO","","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","5","CABLING & NETWORKING DE ARGENTINA SA","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Cadi S a","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","5","CAEF SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","CAFE OYAMBRE SRL","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","Gerentes de mantenimiento.xls - Hoja2","PENDIENTE","","","","","","","NO",""
"A2","5","Caja de Ahorro y Seguro","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","2","0","SI","Asistente Mkt","GENUINO_24K","PENDIENTE","","","","","","","NO",""
